date,latitude,longitude,parameter,value,location,source
2026-01-14 08:45:07.677348,28.63005207374167,77.12893722454541,pm25,179.6985827139622,Delhi,MOCK_DATA
2026-01-14 00:45:07.677487,28.711129887392257,77.20204248754581,pm25,106.51327547030174,Delhi,MOCK_DATA
2026-01-14 06:45:07.677532,28.62504061691587,77.30196634385359,pm25,134.8259238955241,Delhi,MOCK_DATA
2026-01-14 08:45:07.677566,28.605878586721847,77.20533596614146,pm25,158.19681579143062,Delhi,MOCK_DATA
2026-01-13 15:45:07.677599,28.51430156671463,77.24450391460891,pm25,177.21364820289824,Delhi,MOCK_DATA
2026-01-13 19:45:07.677627,28.620017632775003,77.22796898763437,pm25,144.47598327586394,Delhi,MOCK_DATA
2026-01-14 13:45:07.677654,28.579732804786694,77.26090725033534,pm25,158.72298189097063,Delhi,MOCK_DATA
2026-01-13 17:45:07.677676,28.570276113520126,77.20370104820708,pm25,106.36202967326066,Delhi,MOCK_DATA
2026-01-13 19:45:07.677703,28.675404455123303,77.27778187915476,pm25,150.5763499920085,Delhi,MOCK_DATA
2026-01-14 03:45:07.677731,28.60459413455814,77.22445694798056,pm25,117.54154897647103,Delhi,MOCK_DATA
2026-01-14 01:45:07.677758,28.59457550556953,77.25990716659635,pm25,89.90265576972325,Delhi,MOCK_DATA
2026-01-14 09:45:07.677780,28.661887752411683,77.26786792979577,pm25,150.5616238952328,Delhi,MOCK_DATA
2026-01-14 03:45:07.677817,28.645967894908292,77.174650498662,pm25,131.54384381793602,Delhi,MOCK_DATA
2026-01-14 08:45:07.677837,28.553490773478213,77.21898040305105,pm25,103.3597291833548,Delhi,MOCK_DATA
2026-01-14 00:45:07.677857,28.707110920988285,77.15523377546411,pm25,136.9549234350807,Delhi,MOCK_DATA
2026-01-14 10:45:07.677877,28.645098207735003,77.11132667150093,pm25,183.60835712943828,Delhi,MOCK_DATA
2026-01-14 10:45:07.677897,28.56424819897533,77.17173972836787,pm25,149.73430870269306,Delhi,MOCK_DATA
2026-01-14 06:45:07.677919,28.556542182175352,77.21962744809126,pm25,93.28008547594996,Delhi,MOCK_DATA
2026-01-14 00:45:07.677938,28.643135766299466,77.29607400259434,pm25,102.11297845792234,Delhi,MOCK_DATA
2026-01-14 13:45:07.677959,28.550636023208995,77.19847591175987,pm25,80.24243496410108,Delhi,MOCK_DATA
2026-01-13 20:45:07.678254,28.54570708309344,77.12436218477498,no2,54.98646572883257,Delhi,MOCK_DATA
2026-01-14 00:45:07.678342,28.58013804282067,77.19740862085723,no2,78.49166731138801,Delhi,MOCK_DATA
2026-01-14 12:45:07.678369,28.603987328574437,77.22491511527721,no2,88.11448089972437,Delhi,MOCK_DATA
2026-01-14 11:45:07.678398,28.579319695342917,77.29405704780287,no2,80.14974792984486,Delhi,MOCK_DATA
2026-01-14 13:45:07.678423,28.582253731499573,77.14452560384619,no2,85.13251075028722,Delhi,MOCK_DATA
2026-01-14 10:45:07.678446,28.527389181847873,77.1243897162649,no2,53.524821474136424,Delhi,MOCK_DATA
2026-01-14 11:45:07.678468,28.619540960350886,77.2724915468855,no2,24.304779214788887,Delhi,MOCK_DATA
2026-01-13 15:45:07.678492,28.59993186670848,77.18693550500888,no2,49.97203181525347,Delhi,MOCK_DATA
2026-01-13 21:45:07.678515,28.675158071597497,77.1222760959792,no2,47.17648441561746,Delhi,MOCK_DATA
2026-01-14 04:45:07.678539,28.65098589139047,77.2981677231454,no2,78.43542870216558,Delhi,MOCK_DATA
2026-01-14 06:45:07.678755,28.712208985616087,77.25212462991051,so2,23.28842688806034,Delhi,MOCK_DATA
2026-01-14 13:45:07.678848,28.611839802281594,77.25236851880904,so2,28.725624266202303,Delhi,MOCK_DATA
2026-01-14 09:45:07.678945,28.697744632502094,77.30444483820024,so2,42.99515814031251,Delhi,MOCK_DATA
2026-01-13 17:45:07.679031,28.541081388181293,77.14292093634032,so2,45.28319927392668,Delhi,MOCK_DATA
2026-01-14 06:45:07.679090,28.64950929763176,77.17458964529321,so2,10.282368329681265,Delhi,MOCK_DATA
2026-01-13 22:45:07.679145,28.59267105128406,77.22813236615896,so2,10.441424063404822,Delhi,MOCK_DATA
2026-01-13 22:45:07.679176,19.000763966096617,72.7798502122981,pm25,141.8467344370488,Mumbai,MOCK_DATA
2026-01-14 11:45:07.679202,19.1238917460322,72.87508208291473,pm25,78.02290687117724,Mumbai,MOCK_DATA
2026-01-14 05:45:07.679221,19.11652723287509,72.94163430262412,pm25,147.13457100536834,Mumbai,MOCK_DATA
2026-01-13 20:45:07.679237,19.14270236828966,72.87226025653226,pm25,105.66306097858327,Mumbai,MOCK_DATA
2026-01-14 13:45:07.679257,19.140008928827534,72.9400355053686,pm25,99.45852743221626,Mumbai,MOCK_DATA
2026-01-13 16:45:07.679282,19.022067814940826,72.93152454239265,pm25,108.71659054759539,Mumbai,MOCK_DATA
2026-01-14 11:45:07.679306,19.0584383530266,72.87509222143449,pm25,114.80885225728778,Mumbai,MOCK_DATA
2026-01-13 20:45:07.679330,19.17203865469675,72.91269227491598,pm25,114.4785221610906,Mumbai,MOCK_DATA
2026-01-13 18:45:07.679357,19.00029542817158,72.91048086570923,pm25,113.9332215691276,Mumbai,MOCK_DATA
2026-01-13 19:45:07.679381,19.04163509700674,72.86335760995111,pm25,135.658139207926,Mumbai,MOCK_DATA
2026-01-14 08:45:07.679406,19.097262764508944,72.93763743760323,pm25,85.0701501871462,Mumbai,MOCK_DATA
2026-01-13 15:45:07.679432,19.063952051323067,72.81691675796152,pm25,92.64864630904444,Mumbai,MOCK_DATA
2026-01-13 19:45:07.679457,19.130466488139522,72.96428614390932,pm25,129.91809491770232,Mumbai,MOCK_DATA
2026-01-13 16:45:07.679483,19.085666336654118,72.93324180866847,pm25,74.15088067475604,Mumbai,MOCK_DATA
2026-01-14 08:45:07.679509,19.118959265445163,72.90294322539626,pm25,73.58857473924118,Mumbai,MOCK_DATA
2026-01-13 16:45:07.679536,19.171430378456876,72.84415115063193,pm25,141.11213865251946,Mumbai,MOCK_DATA
2026-01-14 04:45:07.679564,19.150492372218256,72.8946148461515,pm25,88.55867298220772,Mumbai,MOCK_DATA
2026-01-13 22:45:07.679596,19.12576228733608,72.90347046880063,pm25,72.60122127976311,Mumbai,MOCK_DATA
2026-01-14 02:45:07.679630,18.99687115177127,72.95064596580858,pm25,116.71753788447302,Mumbai,MOCK_DATA
2026-01-14 11:45:07.679657,19.113635826163623,72.84148704224916,pm25,138.97293163277152,Mumbai,MOCK_DATA
2026-01-13 20:45:07.679692,19.05290293108188,72.96247241951477,no2,90.19612368574205,Mumbai,MOCK_DATA
2026-01-14 11:45:07.679733,19.099500408176834,72.82079230330795,no2,31.5628429675521,Mumbai,MOCK_DATA
2026-01-14 03:45:07.679772,19.125269508340814,72.8200520334855,no2,71.39754206548625,Mumbai,MOCK_DATA
2026-01-13 18:45:07.679810,19.163712541044156,72.84273591123825,no2,55.21558288176556,Mumbai,MOCK_DATA
2026-01-14 13:45:07.679847,19.08782677919628,72.81123900370875,no2,95.49848386445251,Mumbai,MOCK_DATA
2026-01-13 20:45:07.679880,19.108697557173084,72.87982694773844,no2,68.8816980851685,Mumbai,MOCK_DATA
2026-01-14 14:45:07.679910,19.07457144341725,72.92150868304897,no2,71.6144433268062,Mumbai,MOCK_DATA
2026-01-14 14:45:07.679941,19.155168994244846,72.79771558312741,no2,92.4990640651937,Mumbai,MOCK_DATA
2026-01-14 14:45:07.679971,19.14222373303057,72.77947763458226,no2,77.87916144645769,Mumbai,MOCK_DATA
2026-01-14 05:45:07.680013,19.074710016897082,72.81421589833356,no2,38.166639385712,Mumbai,MOCK_DATA
2026-01-13 17:45:07.680058,19.12713603209841,72.83295610137485,so2,20.506489860712154,Mumbai,MOCK_DATA
2026-01-13 19:45:07.680098,19.08180267309845,72.86880261763991,so2,37.9454259344008,Mumbai,MOCK_DATA
2026-01-13 15:45:07.680140,19.04289827480237,72.97456868864501,so2,39.43022688992309,Mumbai,MOCK_DATA
2026-01-14 14:45:07.680180,19.08147196626898,72.89793544938907,so2,22.471641165051828,Mumbai,MOCK_DATA
2026-01-13 18:45:07.680214,19.057281393635094,72.8843994543002,so2,51.44673331749557,Mumbai,MOCK_DATA
2026-01-14 00:45:07.680253,19.051640518297834,72.78683368658386,so2,23.228053837477255,Mumbai,MOCK_DATA
2026-01-14 13:45:07.680289,12.973288591932386,77.65108544587964,pm25,57.049857656549655,Bangalore,MOCK_DATA
2026-01-14 06:45:07.680320,12.90098235291289,77.69260843356783,pm25,104.90877649586662,Bangalore,MOCK_DATA
2026-01-13 21:45:07.680353,13.030758620201178,77.64376490947431,pm25,90.5671110314909,Bangalore,MOCK_DATA
2026-01-14 09:45:07.680385,12.887138280001556,77.67123733497549,pm25,95.33316993268801,Bangalore,MOCK_DATA
2026-01-13 15:45:07.680616,12.977092462233715,77.49667423919324,pm25,57.37910428865216,Bangalore,MOCK_DATA
2026-01-14 01:45:07.680663,13.052909509209432,77.57861022481654,pm25,104.5998185154942,Bangalore,MOCK_DATA
2026-01-14 01:45:07.680695,12.967809432089096,77.68336818117538,pm25,84.64091223327387,Bangalore,MOCK_DATA
2026-01-13 19:45:07.680777,13.027211109761039,77.5740544702448,pm25,100.21821728579457,Bangalore,MOCK_DATA
2026-01-14 12:45:07.680852,13.020683203327163,77.52252997923952,pm25,79.60660398312042,Bangalore,MOCK_DATA
2026-01-14 08:45:07.680895,12.955266953220994,77.64800727325034,pm25,60.02415263672559,Bangalore,MOCK_DATA
2026-01-14 06:45:07.680932,12.956479487791386,77.55055711557047,pm25,113.81811448337888,Bangalore,MOCK_DATA
2026-01-14 00:45:07.680973,12.980134887939434,77.61642377620399,pm25,103.03758410480371,Bangalore,MOCK_DATA
2026-01-13 19:45:07.681055,13.03430814820295,77.67982124666155,pm25,70.72492891659307,Bangalore,MOCK_DATA
2026-01-14 09:45:07.681244,12.937232883261583,77.64791798200879,pm25,71.09374578973451,Bangalore,MOCK_DATA
2026-01-13 23:45:07.681314,12.914479936623044,77.61540552183226,pm25,58.87092602357944,Bangalore,MOCK_DATA
2026-01-13 22:45:07.681350,12.89268325764627,77.51482637483943,pm25,108.43209980116927,Bangalore,MOCK_DATA
2026-01-14 00:45:07.681382,13.031673342843789,77.65486049071276,pm25,118.4728900359457,Bangalore,MOCK_DATA
2026-01-13 23:45:07.681439,12.994109579166368,77.64857916163342,pm25,59.97961318768358,Bangalore,MOCK_DATA
2026-01-14 00:45:07.681472,12.872583008516221,77.6012699570794,pm25,94.09690708912383,Bangalore,MOCK_DATA
2026-01-14 03:45:07.681502,13.021477237981031,77.56042151936266,pm25,97.01604274722982,Bangalore,MOCK_DATA
2026-01-13 19:45:07.681542,12.871892574742176,77.62302232370185,no2,61.4846075902545,Bangalore,MOCK_DATA
2026-01-14 08:45:07.681587,13.025235477809105,77.58094220802569,no2,61.52537783804628,Bangalore,MOCK_DATA
2026-01-13 21:45:07.681628,12.960510914166509,77.66373236060403,no2,79.68402901217902,Bangalore,MOCK_DATA
2026-01-13 22:45:07.681666,12.957425869429285,77.52851009187525,no2,49.44411387526391,Bangalore,MOCK_DATA
2026-01-13 23:45:07.681703,12.927307627774283,77.58745707051375,no2,84.19768113767994,Bangalore,MOCK_DATA
2026-01-13 16:45:07.681747,13.001432144988579,77.62007892113509,no2,28.170485420557718,Bangalore,MOCK_DATA
2026-01-13 17:45:07.681789,13.016569010135749,77.64152045487923,no2,58.37352721796001,Bangalore,MOCK_DATA
2026-01-14 13:45:07.681838,12.88487804245754,77.52549075455289,no2,79.15232297869727,Bangalore,MOCK_DATA
2026-01-14 02:45:07.681890,13.07061457322022,77.68537618395892,no2,38.551473862812536,Bangalore,MOCK_DATA
2026-01-14 13:45:07.681952,13.042392862873808,77.53310246532824,no2,66.64679502703216,Bangalore,MOCK_DATA
2026-01-13 15:45:07.682004,13.047762478751958,77.59866172229474,so2,32.93206208993078,Bangalore,MOCK_DATA
2026-01-13 17:45:07.682050,13.035364928891235,77.61403070579227,so2,48.99903466698396,Bangalore,MOCK_DATA
2026-01-14 13:45:07.682089,12.990576583671725,77.60248276121852,so2,50.67625336473919,Bangalore,MOCK_DATA
2026-01-13 17:45:07.682133,12.919555846782057,77.69366880582159,so2,21.456343682283475,Bangalore,MOCK_DATA
2026-01-14 09:45:07.682171,13.000956896865407,77.61649225875291,so2,18.315414763136275,Bangalore,MOCK_DATA
2026-01-13 17:45:07.682239,13.01689597387356,77.61926224524598,so2,51.574031575608736,Bangalore,MOCK_DATA
2026-01-14 04:45:07.682289,22.57896244404827,88.40149217360276,pm25,142.37457014277282,Kolkata,MOCK_DATA
2026-01-14 02:45:07.682331,22.531804650579616,88.28687098659056,pm25,95.24592482686106,Kolkata,MOCK_DATA
2026-01-13 20:45:07.682356,22.588062828427912,88.33712348268388,pm25,91.01323808345029,Kolkata,MOCK_DATA
2026-01-14 02:45:07.682391,22.637376604265572,88.46136975323668,pm25,70.77784533423932,Kolkata,MOCK_DATA
2026-01-14 09:45:07.682422,22.61058065371166,88.3945310292665,pm25,89.63467468214135,Kolkata,MOCK_DATA
2026-01-14 04:45:07.682450,22.53473975927766,88.33502472907244,pm25,98.68437603868678,Kolkata,MOCK_DATA
2026-01-14 05:45:07.682483,22.493887845533116,88.44921522809894,pm25,161.90088824698987,Kolkata,MOCK_DATA
2026-01-13 22:45:07.682520,22.524451858948314,88.44348929192513,pm25,138.7897697176617,Kolkata,MOCK_DATA
2026-01-13 20:45:07.682553,22.520932335550132,88.43700624778273,pm25,94.38431251934607,Kolkata,MOCK_DATA
2026-01-13 18:45:07.682585,22.567914888312778,88.39387929772694,pm25,163.95421878577105,Kolkata,MOCK_DATA
2026-01-14 07:45:07.682618,22.592001241417293,88.46074219157302,pm25,143.07599394753896,Kolkata,MOCK_DATA
2026-01-14 10:45:07.682645,22.59176022059255,88.37511548154895,pm25,149.09121458299217,Kolkata,MOCK_DATA
2026-01-14 09:45:07.682677,22.617452460954098,88.35269415775667,pm25,113.50518547052616,Kolkata,MOCK_DATA
2026-01-14 00:45:07.682708,22.63512665731962,88.28355314808027,pm25,154.14451927187272,Kolkata,MOCK_DATA
2026-01-13 16:45:07.682746,22.626463547544233,88.43739434828906,pm25,168.90260720834908,Kolkata,MOCK_DATA
2026-01-14 11:45:07.682782,22.66702970504679,88.32275234271653,pm25,102.60458757836278,Kolkata,MOCK_DATA
