date,latitude,longitude,parameter,value,location,source
2026-01-19 15:15:48.891643,28.702724486656322,77.07161304350109,pm25,101.08191019627924,Delhi,MOCK_DATA
2026-01-19 07:15:48.891734,28.639704459112487,77.27664716673357,pm25,164.56550047944344,Delhi,MOCK_DATA
2026-01-18 11:15:48.891762,28.484031518393923,77.14745920416254,pm25,172.56282823101344,Delhi,MOCK_DATA
2026-01-17 12:15:48.891898,28.704314417031505,77.35498202914715,pm25,193.29139247916112,Delhi,MOCK_DATA
2026-01-17 13:15:48.891945,28.69656011807551,77.32416168986049,pm25,108.69620960736884,Delhi,MOCK_DATA
2026-01-17 18:15:48.891967,28.737876541314765,77.31658728550774,pm25,174.74158228434032,Delhi,MOCK_DATA
2026-01-17 14:15:48.891987,28.589051983668565,77.2400337516991,pm25,166.2116527439319,Delhi,MOCK_DATA
2026-01-19 11:15:48.891999,28.498616827651855,77.35229576010228,pm25,198.61013777834498,Delhi,MOCK_DATA
2026-01-19 17:15:48.892011,28.481578566315445,77.22925707694823,pm25,168.09038286031716,Delhi,MOCK_DATA
2026-01-18 19:15:48.892023,28.665036364750822,77.24557196458144,pm25,156.6183232588839,Delhi,MOCK_DATA
2026-01-17 17:15:48.892035,28.58159341971192,77.2674533787847,pm25,217.0831958245225,Delhi,MOCK_DATA
2026-01-17 15:15:48.892047,28.52568147414279,77.19024004967245,pm25,162.81197520546908,Delhi,MOCK_DATA
2026-01-17 13:15:48.892058,28.666335040022076,77.22564412284001,pm25,102.10945236370256,Delhi,MOCK_DATA
2026-01-19 21:15:48.892070,28.479847140730175,77.11474553937003,pm25,213.25768955637952,Delhi,MOCK_DATA
2026-01-18 03:15:48.892082,28.665427981790103,77.18435323362095,pm25,133.7911248853032,Delhi,MOCK_DATA
2026-01-18 04:15:48.892093,28.64249920973001,77.1429325697303,pm25,184.33155155821143,Delhi,MOCK_DATA
2026-01-18 02:15:48.892105,28.46676940756421,77.16101407539902,pm25,167.5675979011171,Delhi,MOCK_DATA
2026-01-17 16:15:48.892117,28.508103618315705,77.32126970281327,pm25,175.20741997567956,Delhi,MOCK_DATA
2026-01-18 13:15:48.892128,28.516377909762088,77.3108508231844,pm25,208.96017638481885,Delhi,MOCK_DATA
2026-01-20 07:15:48.892140,28.606782751239177,77.23064397704864,pm25,196.64424708395345,Delhi,MOCK_DATA
2026-01-19 18:15:48.892152,28.735795529048588,77.250198378197,pm25,188.93233856618798,Delhi,MOCK_DATA
