date,latitude,longitude,parameter,value,location,source
2026-01-16 21:14:04.080065,28.650378665755714,77.1966281597662,pm25,141.1102747748547,Delhi,MOCK_DATA
2026-01-17 00:14:04.080172,28.748494143816224,77.21815029775287,pm25,104.57638024723484,Delhi,MOCK_DATA
2026-01-17 05:14:04.080201,28.715475787635572,77.2494577615294,pm25,174.28571531529815,Delhi,MOCK_DATA
2026-01-17 13:14:04.080224,28.67967172664366,77.31522800249162,pm25,122.56910488674134,Delhi,MOCK_DATA
2026-01-18 12:14:04.080243,28.46216383912394,77.1723638108851,pm25,127.17814356215423,Delhi,MOCK_DATA
2026-01-17 19:14:04.080264,28.637261423575296,77.32639003454364,pm25,111.01252304958037,Delhi,MOCK_DATA
2026-01-17 13:14:04.080283,28.689462179033477,77.2663553513858,pm25,143.26515785372962,Delhi,MOCK_DATA
2026-01-17 04:14:04.080302,28.743675656399628,77.33433771303234,pm25,183.14845563709056,Delhi,MOCK_DATA
2026-01-17 18:14:04.080328,28.593041814727325,77.17569432105631,pm25,144.3745919552833,Delhi,MOCK_DATA
2026-01-17 08:14:04.080348,28.74790023094195,77.33071968998506,pm25,184.69411563457874,Delhi,MOCK_DATA
2026-01-18 10:14:04.080361,28.521544291135275,77.32950291975322,pm25,188.70148347715661,Delhi,MOCK_DATA
2026-01-17 20:14:04.080374,28.688878429937137,77.35916132394976,pm25,104.88739175650127,Delhi,MOCK_DATA
2026-01-18 22:14:04.080390,28.616995831288843,77.35438691208753,pm25,147.93623920580694,Delhi,MOCK_DATA
2026-01-19 00:14:04.080409,28.631145747225553,77.29887200605187,pm25,122.52137825651928,Delhi,MOCK_DATA
2026-01-17 07:14:04.080427,28.63112521452593,77.06487394391257,pm25,208.07520439738573,Delhi,MOCK_DATA
2026-01-17 22:14:04.080439,28.637973251759558,77.34202374118274,pm25,126.02439817370924,Delhi,MOCK_DATA
2026-01-19 05:14:04.080451,28.475793327402766,77.29863308542741,pm25,141.37343761507626,Delhi,MOCK_DATA
2026-01-19 09:14:04.080463,28.739851357170867,77.09152274932235,pm25,109.7449214697281,Delhi,MOCK_DATA
2026-01-18 16:14:04.080476,28.670292419252597,77.19078245603984,pm25,133.18794102529142,Delhi,MOCK_DATA
2026-01-17 06:14:04.080489,28.74498525039674,77.31495609302779,pm25,105.80769662750465,Delhi,MOCK_DATA
2026-01-17 09:14:04.080501,28.690234447664217,77.11708102587899,pm25,207.32996637271793,Delhi,MOCK_DATA
2026-01-19 03:14:04.080513,28.582833764591104,77.06613915255947,pm25,173.66866230938155,Delhi,MOCK_DATA
2026-01-18 14:14:04.080524,28.48102141788193,77.18306345502377,pm25,184.23674088377908,Delhi,MOCK_DATA
2026-01-18 04:14:04.080536,28.461971994640052,77.20241405416509,pm25,193.8495098772409,Delhi,MOCK_DATA
2026-01-17 05:14:04.080548,28.489159454043754,77.24359973827652,pm25,203.90399624633463,Delhi,MOCK_DATA
2026-01-18 17:14:04.080805,28.73094688673334,77.31539807054504,pm10,254.2744227625749,Delhi,MOCK_DATA
2026-01-18 18:14:04.080890,28.579164377001465,77.30114259051344,pm10,259.20456197463903,Delhi,MOCK_DATA
2026-01-17 10:14:04.080919,28.741977981308665,77.19272603902803,pm10,203.86331119700765,Delhi,MOCK_DATA
2026-01-16 12:14:04.080945,28.584756570560078,77.32746486632203,pm10,253.76682708524902,Delhi,MOCK_DATA
2026-01-18 17:14:04.080966,28.580540134320636,77.17500311139355,pm10,293.2331566401956,Delhi,MOCK_DATA
2026-01-16 19:14:04.080986,28.65538831397484,77.35634375148804,pm10,274.4944280001854,Delhi,MOCK_DATA
2026-01-17 05:14:04.081007,28.584959364645336,77.13253681705,pm10,200.87693251530595,Delhi,MOCK_DATA
2026-01-18 21:14:04.081026,28.553525444101286,77.26373083048864,pm10,314.83540868660407,Delhi,MOCK_DATA
2026-01-17 19:14:04.081047,28.543715322186454,77.20917887566151,pm10,165.22289782660695,Delhi,MOCK_DATA
2026-01-19 08:14:04.081068,28.517670299958134,77.1899527539037,pm10,195.56035828029675,Delhi,MOCK_DATA
2026-01-16 13:14:04.081088,28.70805277740593,77.16899408490842,pm10,176.85562262938606,Delhi,MOCK_DATA
2026-01-16 16:14:04.081108,28.553586072207967,77.21562083461482,pm10,279.14466144172775,Delhi,MOCK_DATA
2026-01-16 19:14:04.081328,28.660593755034874,77.07648061869297,no2,50.444951055196775,Delhi,MOCK_DATA
2026-01-16 18:14:04.081406,28.51797770183393,77.19623427797856,no2,99.9707214097774,Delhi,MOCK_DATA
2026-01-19 08:14:04.081448,28.470038630709844,77.35339036974716,no2,102.1143263010186,Delhi,MOCK_DATA
2026-01-19 00:14:04.081481,28.528074215194483,77.06500108068212,no2,92.70020357663316,Delhi,MOCK_DATA
2026-01-17 09:14:04.081560,28.69280351099809,77.335509021725,no2,37.61376284709544,Delhi,MOCK_DATA
2026-01-16 14:14:04.081591,28.701936139795464,77.12105239222062,no2,76.36149807517067,Delhi,MOCK_DATA
2026-01-18 07:14:04.081605,28.756778663914965,77.06765036466565,no2,33.36687806512608,Delhi,MOCK_DATA
2026-01-18 17:14:04.081619,28.75529776687529,77.33080867512055,no2,33.811340579763936,Delhi,MOCK_DATA
2026-01-17 21:14:04.081864,28.509422370882607,77.11796489131606,so2,23.551412621508945,Delhi,MOCK_DATA
2026-01-17 01:14:04.081929,28.470421246453544,77.07202109642054,so2,46.79254887623941,Delhi,MOCK_DATA
2026-01-18 23:14:04.081949,28.67778940554373,77.14512306014743,so2,50.96512234890638,Delhi,MOCK_DATA
2026-01-18 02:14:04.081968,28.722147321471503,77.2241779975622,so2,15.518313899126642,Delhi,MOCK_DATA
2026-01-16 22:14:04.081991,28.618701036025197,77.28437381714204,so2,19.579200209568956,Delhi,MOCK_DATA
2026-01-16 10:14:04.082007,28.531396952626718,77.27614810457281,so2,28.795572513802504,Delhi,MOCK_DATA
